sample,method,param,param_value,area_frac,signal_captured,speedup_no_travel,speedup,n_regions,travel_overhead_ms,efficiency,n_in,n_tot
FP1_P1,ROI,k=0.3,0.3,0.7255044806529375,0.8875425159119072,1.3783512392646051,1.3642419591621322,19,12668.38280926008,1.2233453267072028,122492,168837
FP1_P1,ROI,k=0.5,0.5,0.6830671002209231,0.8619983979436532,1.4639850165182482,1.4486123945138856,18,12238.459263577153,1.2619527388522427,115327,168837
FP1_P1,ROI,k=1.0,1.0,0.5747140733370055,0.7978054460052523,1.7399956715756495,1.697207734513344,38,24462.779732483374,1.3881780228086196,97033,168837
FP1_P1,ROI,k=1.5,1.5,0.49742058908888453,0.7361520744070591,2.010371146541562,1.9448230840548313,44,28305.5203167668,1.4799388898546686,83983,168837
FP1_P1,Morpho,level=10,10.0,0.984511688788595,0.9471667886173191,1.015731972903707,1.0154265300230947,1,500.0,0.9620675908711379,166222,168837
FP1_P1,Morpho,level=25,25.0,0.9756273802543282,0.9436032640875738,1.0249814839547844,1.0246704537178646,1,500.0,0.9671758738890597,164722,168837
FP1_P1,Morpho,level=40,40.0,0.9496555849724883,0.9329641019056213,1.0530133406512534,1.052685067991795,1,500.0,0.9824236456553346,160337,168837
FP1_P1,Morpho,level=60,60.0,0.8376836830789459,0.879372836413798,1.1937680298659425,1.1867034201000373,14,8419.642780900398,1.0497671784433256,141432,168837
FP1_P1,Morpho,level=75,75.0,0.6991062385614527,0.8182780218223753,1.43039776337527,1.3953182135559237,49,29675.05636133234,1.1704630522338662,118035,168837
